地域,地域コード,地域,昭和60／総数(人),昭和60／男(人),昭和60／女(人),昭和61／総数(人),昭和61／男(人),昭和61／女(人),昭和62／総数(人),昭和62／男(人),昭和62／女(人),昭和63／総数(人),昭和63／男(人),昭和63／女(人),昭和64／総数(人),昭和64／男(人),昭和64／女(人),平成2／総数(人),平成2／男(人),平成2／女(人),平成3／総数(人),平成3／男(人),平成3／女(人),平成4／総数(人),平成4／男(人),平成4／女(人),平成5／総数(人),平成5／男(人),平成5／女(人),平成6／総数(人),平成6／男(人),平成6／女(人),平成7／総数(人),平成7／男(人),平成7／女(人),平成8／総数(人),平成8／男(人),平成8／女(人),平成9／総数(人),平成9／男(人),平成9／女(人),平成10／総数(人),平成10／男(人),平成10／女(人),平成11／総数(人),平成11／男(人),平成11／女(人),平成12／総数(人),平成12／男(人),平成12／女(人),平成13／総数(人),平成13／男(人),平成13／女(人),平成14／総数(人),平成14／男(人),平成14／女(人),平成15／総数(人),平成15／男(人),平成15／女(人),平成16／総数(人),平成16／男(人),平成16／女(人),平成17／総数(人),平成17／男(人),平成17／女(人),平成18／総数(人),平成18／男(人),平成18／女(人),平成19／総数(人),平成19／男(人),平成19／女(人),平成20／総数(人),平成20／男(人),平成20／女(人),平成21／総数(人),平成21／男(人),平成21／女(人),平成22／総数(人),平成22／男(人),平成22／女(人),平成23／総数(人),平成23／男(人),平成23／女(人),平成24／総数(人),平成24／男(人),平成24／女(人),平成25／人口総数／総数(人),平成25／人口総数／男(人),平成25／人口総数／女(人),平成25／日本人／総数(人),平成25／日本人／男(人),平成25／日本人／女(人),平成25／外国人／総数(人),平成25／外国人／男(人),平成25／外国人／女(人),平成26／人口総数／総数(人),平成26／人口総数／男(人),平成26／人口総数／女(人),平成26／日本人／総数(人),平成26／日本人／男(人),平成26／日本人／女(人),平成26／外国人／総数(人),平成26／外国人／男(人),平成26／外国人／女(人),平成27／人口総数／総数(人),平成27／人口総数／男(人),平成27／人口総数／女(人),平成27／日本人／総数(人),平成27／日本人／男(人),平成27／日本人／女(人),平成27／外国人／総数(人),平成27／外国人／男(人),平成27／外国人／女(人),平成28／人口総数／総数(人),平成28／人口総数／男(人),平成28／人口総数／女(人),平成28／日本人／総数(人),平成28／日本人／男(人),平成28／日本人／女(人),平成28／外国人／総数(人),平成28／外国人／男(人),平成28／外国人／女(人),平成29／人口総数／総数(人),平成29／人口総数／男(人),平成29／人口総数／女(人),平成29／日本人／総数(人),平成29／日本人／男(人),平成29／日本人／女(人),平成29／外国人／総数(人),平成29／外国人／男(人),平成29／外国人／女(人),平成30／人口総数／総数(人),平成30／人口総数／男(人),平成30／人口総数／女(人),平成30／日本人／総数(人),平成30／日本人／男(人),平成30／日本人／女(人),平成30／外国人／総数(人),平成30／外国人／男(人),平成30／外国人／女(人),平成31／人口総数／総数(人),平成31／人口総数／男(人),平成31／人口総数／女(人),平成31／日本人／総数(人),平成31／日本人／男(人),平成31／日本人／女(人),平成31／外国人／総数(人),平成31／外国人／男(人),平成31／外国人／女(人),令和2／人口総数／総数(人),令和2／人口総数／男(人),令和2／人口総数／女(人),令和2／日本人／総数(人),令和2／日本人／男(人),令和2／日本人／女(人),令和2／外国人／総数(人),令和2／外国人／男(人),令和2／外国人／女(人),令和3／人口総数／総数(人),令和3／人口総数／男(人),令和3／人口総数／女(人),令和3／日本人／総数(人),令和3／日本人／男(人),令和3／日本人／女(人),令和3／外国人／総数(人),令和3／外国人／男(人),令和3／外国人／女(人),令和4／人口総数／総数(人),令和4／人口総数／男(人),令和4／人口総数／女(人),令和4／日本人／総数(人),令和4／日本人／男(人),令和4／日本人／女(人),令和4／外国人／総数(人),令和4／外国人／男(人),令和4／外国人／女(人),令和5／人口総数／総数(人),令和5／人口総数／男(人),令和5／人口総数／女(人),令和5／日本人／総数(人),令和5／日本人／男(人),令和5／日本人／女(人),令和5／外国人／総数(人),令和5／外国人／男(人),令和5／外国人／女(人),令和6／人口総数／総数(人),令和6／人口総数／男(人),令和6／人口総数／女(人),令和6／日本人／総数(人),令和6／日本人／男(人),令和6／日本人／女(人),令和6／外国人／総数(人),令和6／外国人／男(人),令和6／外国人／女(人),令和7／人口総数／総数(人),令和7／人口総数／男(人),令和7／人口総数／女(人),令和7／日本人／総数(人),令和7／日本人／男(人),令和7／日本人／女(人),令和7／外国人／総数(人),令和7／外国人／男(人),令和7／外国人／女(人),令和8／人口総数／総数(人),令和8／人口総数／男(人),令和8／人口総数／女(人),令和8／日本人／総数(人),令和8／日本人／男(人),令和8／日本人／女(人),令和8／外国人／総数(人),令和8／外国人／男(人),令和8／外国人／女(人)
3,13380,三宅支庁,4590,2284,2306,4565,2276,2289,4531,2254,2277,4488,2260,2228,4454,2225,2229,4424,2193,2231,4388,2170,2218,4303,2130,2173,4243,2093,2150,4279,2114,2165,4305,2112,2193,4272,2099,2173,4220,2088,2132,4217,2105,2112,4134,2065,2069,4104,2057,2047,4093,2049,2044,3902,1937,1965,3728,1841,1887,3597,1769,1828,3464,1692,1772,3163,1657,1506,3165,1683,1482,3176,1707,1469,3146,1701,1445,3124,1686,1438,3115,1689,1426,3091,1683,1408,3099,1667,1432,3064,1663,1401,35,4,31,3053,1647,1406,3010,1640,1370,43,7,36,3012,1626,1386,2961,1615,1346,51,11,40,2933,1584,1349,2883,1571,1312,50,13,37,2886,1570,1316,2843,1560,1283,43,10,33,2862,1542,1320,2823,1534,1289,39,8,31,2798,1523,1275,2763,1515,1248,35,8,27,2743,1501,1242,2710,1494,1216,33,7,26,2690,1487,1203,2657,1480,1177,33,7,26,2661,1477,1184,2629,1467,1162,32,10,22,2593,1428,1165,2561,1418,1143,32,10,22,2545,1404,1141,2514,1396,1118,31,8,23,2513,1391,1122,2470,1377,1093,43,14,29,2421,1350,1071,2373,1331,1042,48,19,29
4,13381,三宅村,4352,2163,2189,4316,2146,2170,4280,2128,2152,4234,2128,2106,4209,2099,2110,4171,2064,2107,4122,2039,2083,4037,1998,2039,3994,1968,2026,4027,1985,2042,4054,1984,2070,4022,1971,2051,3966,1957,2009,3955,1965,1990,3872,1929,1943,3845,1927,1918,3811,1907,1904,3620,1801,1819,3451,1704,1747,3313,1623,1690,3189,1553,1636,2884,1513,1371,2900,1542,1358,2897,1556,1341,2848,1537,1311,2815,1516,1299,2799,1521,1278,2775,1511,1264,2782,1494,1288,2748,1490,1258,34,4,30,2738,1476,1262,2696,1469,1227,42,7,35,2714,1461,1253,2664,1450,1214,50,11,39,2619,1409,1210,2570,1396,1174,49,13,36,2583,1404,1179,2541,1394,1147,42,10,32,2538,1367,1171,2500,1359,1141,38,8,30,2481,1356,1125,2447,1348,1099,34,8,26,2425,1331,1094,2393,1324,1069,32,7,25,2383,1319,1064,2351,1312,1039,32,7,25,2362,1314,1048,2331,1304,1027,31,10,21,2301,1273,1028,2270,1263,1007,31,10,21,2254,1247,1007,2224,1239,985,30,8,22,2211,1228,983,2170,1215,955,41,13,28,2133,1194,939,2089,1176,913,44,18,26
4,13382,御蔵島村,238,121,117,249,130,119,251,126,125,254,132,122,245,126,119,253,129,124,266,131,135,266,132,134,249,125,124,252,129,123,251,128,123,250,128,122,254,131,123,262,140,122,262,136,126,259,130,129,282,142,140,282,136,146,277,137,140,284,146,138,275,139,136,279,144,135,265,141,124,279,151,128,298,164,134,309,170,139,316,168,148,316,172,144,317,173,144,316,173,143,1,-,1,315,171,144,314,171,143,1,-,1,298,165,133,297,165,132,1,-,1,314,175,139,313,175,138,1,-,1,303,166,137,302,166,136,1,-,1,324,175,149,323,175,148,1,-,1,317,167,150,316,167,149,1,-,1,318,170,148,317,170,147,1,-,1,307,168,139,306,168,138,1,-,1,299,163,136,298,163,135,1,-,1,292,155,137,291,155,136,1,-,1,291,157,134,290,157,133,1,-,1,302,163,139,300,162,138,2,1,1,288,156,132,284,155,129,4,1,3
3,13400,八丈支庁,10408,5174,5234,10341,5131,5210,10310,5128,5182,10231,5095,5136,10094,5035,5059,9997,5004,4993,9879,4961,4918,9752,4887,4865,9644,4844,4800,9647,4836,4811,9649,4836,4813,9696,4841,4855,9723,4867,4856,9652,4824,4828,9637,4835,4802,9641,4857,4784,9578,4846,4732,9495,4783,4712,9412,4751,4661,9310,4711,4599,9182,4654,4528,9033,4573,4460,8929,4522,4407,8787,4447,4340,8639,4368,4271,8509,4302,4207,8403,4232,4171,8378,4196,4182,8404,4176,4228,8296,4167,4129,108,9,99,8186,4057,4129,8081,4049,4032,105,8,97,8088,4019,4069,7985,4011,3974,103,8,95,8000,3968,4032,7900,3960,3940,100,8,92,7866,3907,3959,7762,3898,3864,104,9,95,7726,3850,3876,7624,3843,3781,102,7,95,7624,3812,3812,7512,3799,3713,112,13,99,7494,3769,3725,7386,3759,3627,108,10,98,7389,3713,3676,7290,3706,3584,99,7,92,7298,3656,3642,7194,3646,3548,104,10,94,7221,3616,3605,7110,3599,3511,111,17,94,7124,3584,3540,7004,3562,3442,120,22,98,6998,3512,3486,6869,3486,3383,129,26,103,6807,3427,3380,6686,3406,3280,121,21,100
4,13401,八丈町,10190,5046,5144,10130,5008,5122,10107,5003,5104,10034,4979,5055,9888,4911,4977,9797,4881,4916,9677,4836,4841,9546,4759,4787,9442,4718,4724,9442,4712,4730,9446,4712,4734,9484,4716,4768,9507,4738,4769,9448,4700,4748,9440,4711,4729,9436,4732,4704,9371,4722,4649,9290,4660,4630,9212,4632,4580,9108,4586,4522,8989,4536,4453,8835,4452,4383,8737,4405,4332,8594,4329,4265,8458,4259,4199,8335,4196,4139,8226,4126,4100,8201,4095,4106,8229,4077,4152,8123,4068,4055,106,9,97,8016,3959,4057,7913,3951,3962,103,8,95,7921,3926,3995,7820,3918,3902,101,8,93,7834,3872,3962,7735,3864,3871,99,8,91,7706,3816,3890,7602,3807,3795,104,9,95,7560,3763,3797,7458,3756,3702,102,7,95,7465,3720,3745,7353,3707,3646,112,13,99,7326,3671,3655,7218,3661,3557,108,10,98,7224,3618,3606,7125,3611,3514,99,7,92,7128,3558,3570,7024,3548,3476,104,10,94,7053,3519,3534,6942,3502,3440,111,17,94,6968,3496,3472,6848,3474,3374,120,22,98,6838,3419,3419,6709,3393,3316,129,26,103,6652,3334,3318,6531,3313,3218,121,21,100
4,13402,青ヶ島村,218,128,90,211,123,88,203,125,78,197,116,81,206,124,82,200,123,77,202,125,77,206,128,78,202,126,76,205,124,81,203,124,79,212,125,87,216,129,87,204,124,80,197,124,73,205,125,80,207,124,83,205,123,82,200,119,81,202,125,77,193,118,75,198,121,77,192,117,75,193,118,75,181,109,72,174,106,68,177,106,71,177,101,76,175,99,76,173,99,74,2,-,2,170,98,72,168,98,70,2,-,2,167,93,74,165,93,72,2,-,2,166,96,70,165,96,69,1,-,1,160,91,69,160,91,69,-,-,-,166,87,79,166,87,79,-,-,-,159,92,67,159,92,67,-,-,-,168,98,70,168,98,70,-,-,-,165,95,70,165,95,70,-,-,-,170,98,72,170,98,72,-,-,-,168,97,71,168,97,71,-,-,-,156,88,68,156,88,68,-,-,-,160,93,67,160,93,67,-,-,-,155,93,62,155,93,62,-,-,-
3,13420,小笠原支庁,1837,1107,730,1866,1097,769,1878,1107,771,1900,1129,771,1944,1148,796,1965,1168,797,2026,1195,831,2103,1251,852,2143,1276,867,2236,1329,907,2304,1363,941,2310,1362,948,2307,1365,942,2319,1352,967,2412,1403,1009,2434,1403,1031,2419,1389,1030,2404,1372,1032,2392,1337,1055,2386,1327,1059,2352,1307,1045,2359,1319,1040,2391,1341,1050,2416,1342,1074,2434,1342,1092,2486,1383,1103,2484,1393,1091,2538,1428,1110,2593,1446,1147,2575,1438,1137,18,8,10,2584,1448,1136,2563,1437,1126,21,11,10,2553,1421,1132,2534,1412,1122,19,9,10,2587,1438,1149,2567,1429,1138,20,9,11,2594,1447,1147,2568,1436,1132,26,11,15,2641,1469,1172,2616,1457,1159,25,12,13,2625,1451,1174,2598,1437,1161,27,14,13,2629,1449,1180,2605,1438,1167,24,11,13,2606,1452,1154,2576,1435,1141,30,17,13,2575,1441,1134,2548,1426,1122,27,15,12,2581,1428,1153,2553,1415,1138,28,13,15,2600,1454,1146,2568,1433,1135,32,21,11,2496,1412,1084,2453,1388,1065,43,24,19,2461,1390,1071,2416,1363,1053,45,27,18
4,13421,小笠原村,1837,1107,730,1866,1097,769,1878,1107,771,1900,1129,771,1944,1148,796,1965,1168,797,2026,1195,831,2103,1251,852,2143,1276,867,2236,1329,907,2304,1363,941,2310,1362,948,2307,1365,942,2319,1352,967,2412,1403,1009,2434,1403,1031,2419,1389,1030,2404,1372,1032,2392,1337,1055,2386,1327,1059,2352,1307,1045,2359,1319,1040,2391,1341,1050,2416,1342,1074,2434,1342,1092,2486,1383,1103,2484,1393,1091,2538,1428,1110,2593,1446,1147,2575,1438,1137,18,8,10,2584,1448,1136,2563,1437,1126,21,11,10,2553,1421,1132,2534,1412,1122,19,9,10,2587,1438,1149,2567,1429,1138,20,9,11,2594,1447,1147,2568,1436,1132,26,11,15,2641,1469,1172,2616,1457,1159,25,12,13,2625,1451,1174,2598,1437,1161,27,14,13,2629,1449,1180,2605,1438,1167,24,11,13,2606,1452,1154,2576,1435,1141,30,17,13,2575,1441,1134,2548,1426,1122,27,15,12,2581,1428,1153,2553,1415,1138,28,13,15,2600,1454,1146,2568,1433,1135,32,21,11,2496,1412,1084,2453,1388,1065,43,24,19,2461,1390,1071,2416,1363,1053,45,27,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
住民基本台帳による東京都の世帯と人口　令和8年1月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
時系列 第２表 区市町村別男女別人口（昭和60年～令和8年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注1) 法改正により平成24年７月から外国人が住民基本台帳法の適用対象となったため、平成25年以降の人口総数は、日本人と外国人の合計数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注2) 表章地域について、表章年次の期間中に市長村合併があった地域については、合併前の年次についても最新年次時点における地域（合併後）で集計を行っている。（例；あきる野市、西東京市）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注3) 各年１月１日現在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:大島支庁・三宅支庁・八丈支庁・小笠原支庁　4:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
